file_name	URI	acousticness	danceability	energy	key	liveness	loudness	mode	speechiness	tempo	valence	instrumentalness
localTrain/The Local Train _ Kaisey Jiyun Acoustic.mp3	spotify:track:5BIYVps82q4xOFgv5mUcJQ	1	0.442	0.69	9	0.419	-4.992	1	0.0307	65.431	0.679	5.24E-05
localTrain/The Local Train _ Yeh Zindagi Hai Demo.mp3	spotify:track:3ShTaJBCOclymogQNzPde7	1	0.733	0.62	1	0.117	-10.525	1	0.075	111.039	0.247	0.305
lorde/Lorde _ Buzzcut Season.mp3	spotify:track:7ARveOiD31w2Nq0n5FsSf8	0	0.622	0.58	1	0.112	-5.273	0	0.0504	104.41	0.512	2.95E-05
lorde/Lorde _ Perfect Places.mp3	spotify:track:1pwe6kIvxxlkCAdwbwoI3W	1	0.665	0.476	7	0.33	-8.477	1	0.137	84.881	0.385	0
lorde/Lorde _ Royals.mp3	spotify:track:7eElVgPcxDqmgGrSwVFI74	1	0.796	0.467	6	0.126	-10.369	1	0.181	107.901	0.516	0.00411
lorde/Lorde _ Sober.mp3	spotify:track:0Nf53RDPZEjFrQE4B5n6Vf	1	0.585	0.61	1	0.113	-8.388	1	0.0353	94.969	0.0597	0.000314
lorde/Lorde _ Yellow Flicker Beat.mp3	spotify:track:5CmpCoQTLjI0NLXngVvmgJ	0	0.509	0.798	2	0.286	-5.587	0	0.0385	90.082	0.486	0.0384
lSubramanium/L Subramaniam, Bindu Subramaniam _ Harmony of the Hearts.mp3	spotify:track:5CmpCoQTLjI0NLXngVvmgJ	0	0.509	0.798	2	0.286	-5.587	0	0.0385	90.082	0.486	0.0384
lSubramanium/L Subramanium, Jorge Struntz _ I Can't Forget.mp3	spotify:track:5CmpCoQTLjI0NLXngVvmgJ	0	0.509	0.798	2	0.286	-5.587	0	0.0385	90.082	0.486	0.0384
lSubramanium/L Subramanium, Ron Wagner _ Flight of the Humble Bee.mp3	spotify:track:5CmpCoQTLjI0NLXngVvmgJ	0	0.509	0.798	2	0.286	-5.587	0	0.0385	90.082	0.486	0.0384
lSubramanium/L Subramanium, Viji Subramaniam _ Whispering Moods.mp3	spotify:track:5cr7x0cknWAOD9iBcJEFVU	1	0.267	0.0468	1	0.103	-26.101	1	0.0389	103.027	0.0726	0.224
mammalHands/Mammal Hands _ Being Here.mp3	spotify:track:7pPadvTTIIaxSviKwnFSbZ	1	0.276	0.472	6	0.115	-11.451	1	0.028	133.125	0.0463	0.943
mammalHands/Mammal Hands _ Black Sails.mp3	spotify:track:6rihywZn0l3Gc3ggHrmNis	1	0.282	0.426	1	0.106	-10.818	1	0.0354	122.533	0.174	0.584
mammalHands/Mammal Hands _ Boreal Forest.mp3	spotify:track:4fW64Iw4e9GUlNPc2kzEZJ	0	0.275	0.242	1	0.104	-12.708	0	0.0275	153.106	0.0397	0.945
mammalHands/Mammal Hands _ Living Frost.mp3	spotify:track:4T6zHC8iGxC4mLfUxnzOC4	1	0.447	0.00314	5	0.102	-28.789	1	0.0858	132.198	0.394	0.931
mammalHands/Mammal Hands _ Near Far.mp3	spotify:track:2iN40UWst0XmK36AaS7fGI	1	0.326	0.667	0	0.107	-9.042	1	0.0285	131.876	0.36	0.904
mammalHands/Mammal Hands _ Rhizome.mp3	spotify:track:1gSS0tvXQQ8Y7gEYwp6F1y	0	0.358	0.142	9	0.106	-16.571	0	0.035	76.225	0.0862	0.969
mammalHands/Mammal Hands _ Solitary Bee.mp3	spotify:track:30JoKGWHOF1NMnq1LQDKZa	1	0.307	0.433	6	0.111	-12.545	1	0.0303	127.009	0.424	0.875
mammalHands/Mammal Hands _ Straight up Raining.mp3	spotify:track:5EPtSiXROfwzo0FcJ0oIZt	0	0.264	0.309	2	0.107	-15.309	0	0.0302	87.218	0.197	0.922
mammalHands/Mammal Hands _ Three Good Things.mp3	spotify:track:7MPdhj2tH5olVfJGYvtVef	0	0.385	0.479	3	0.128	-13.565	0	0.0341	145.723	0.0732	0.898
mammalHands/Mammal Hands _ Transfixed.mp3	spotify:track:5YhJ3EhOBB9OnX7H32yk0M	1	0.389	0.295	6	0.0953	-13.95	1	0.0345	86.846	0.132	0.905
mammalHands/Mammal Hands _ Wringer.mp3	spotify:track:2vVbWhEWexA9SeGiR0k4Rd	1	0.621	0.415	4	0.121	-13.106	1	0.0314	122.859	0.702	0.00356
mannaDey/Manna Dey _ Coffee houser sei addata.mp3	spotify:track:5DodKuHUD5rF0gNWPYUdZk	1	0.433	0.187	5	0.122	-15.992	1	0.0332	71.333	0.363	0.00152
mannaDey/Manna Dey _ Hoyto Tomar-e Jonyo.mp3	spotify:track:2bwNUjCD5slalWpyhqDsoR	1	0.359	0.635	11	0.355	-9.755	1	0.137	81.614	0.819	2.92E-05
mannaDey/Manna Dey (Roshan) {Sahir Ludhiyanvi} _ Laga Chunari Men Daag.mp3	spotify:track:6OIKvuPi5ALNjlg7efiLJN	0	0.601	0.0238	4	0.119	-22.749	0	0.0633	119.752	0.104	0.599
marcoCirillo/Marco Cirillo _ When You Always Play Acoustic Guitar But You Secretly Love Electric! (Dirty Secret).mp3	spotify:track:6OIKvuPi5ALNjlg7efiLJN	0	0.601	0.0238	4	0.119	-22.749	0	0.0633	119.752	0.104	0.599
marcoCirillo/Marco Cirillo _ When You Fall in Love and Someone Ask You To Play Something.mp3	spotify:track:6OIKvuPi5ALNjlg7efiLJN	0	0.601	0.0238	4	0.119	-22.749	0	0.0633	119.752	0.104	0.599
marcoCirillo/Marco Cirillo _ When You Feel Sad And Someone Ask You To Play Something.mp3	spotify:track:6OIKvuPi5ALNjlg7efiLJN	0	0.601	0.0238	4	0.119	-22.749	0	0.0633	119.752	0.104	0.599
marcoCirillo/Marco Cirillo _ When You Just Discovered An Awesome Chord and Someone Ask You to Play Something.mp3	spotify:track:6OIKvuPi5ALNjlg7efiLJN	0	0.601	0.0238	4	0.119	-22.749	0	0.0633	119.752	0.104	0.599
marcoCirillo/Marco Cirillo _ When You Listen to Worship Music for Too Long.mp3	spotify:track:6OIKvuPi5ALNjlg7efiLJN	0	0.601	0.0238	4	0.119	-22.749	0	0.0633	119.752	0.104	0.599
marcoCirillo/Marco Cirillo _ When You Only Know Four Chords and Someone Ask You To Play Something.mp3	spotify:track:6OIKvuPi5ALNjlg7efiLJN	0	0.601	0.0238	4	0.119	-22.749	0	0.0633	119.752	0.104	0.599
marcoCirillo/Marco Cirillo _ When You Play Acoustic Stuff on A Classical Guitar.mp3	spotify:track:5n51QjdP1KKFgezASdMMqa	1	0.447	0.0952	1	0.0892	-19.724	1	0.033	137.707	0.0502	0.896
markBradshaw/Mark Bradshaw _ Hello Darling.mp3	spotify:track:748zbWakGl1OWld4sgpMZs	0	0.59	0.104	9	0.0489	-19.537	0	0.0479	129.917	0.407	0.776
markBradshaw/Mark Bradshaw _ Top of the Lake Opening Titles.mp3	spotify:track:6SEBdRAW54AFwa8spgf0Ws	1	0.652	0.555	9	0.09	-6.608	1	0.032	103.043	0.107	2.18E-05
maroon5/Maroon 5 _ Lips On You.mp3	spotify:track:3hYWaqqNdrgVeyLpFhA8Ws	1	0.498	0.582	0	0.0698	-4.762	1	0.0274	82.069	0.404	0
maroon5/Maroon 5 _ Lost Stars.mp3	spotify:track:06KyNuuMOX1ROXRhj787tj	0	0.728	0.563	1	0.179	-8.053	0	0.134	100.017	0.352	0
mastersOfSex/Michael Penn _ Bill and Virginia.mp3	spotify:track:06KyNuuMOX1ROXRhj787tj	0	0.728	0.563	1	0.179	-8.053	0	0.134	100.017	0.352	0
mastersOfSex/Michael Penn _ I Have Plans.mp3	spotify:track:06KyNuuMOX1ROXRhj787tj	0	0.728	0.563	1	0.179	-8.053	0	0.134	100.017	0.352	0
mastersOfSex/Michael Penn _ Miscarriage.mp3	spotify:track:06KyNuuMOX1ROXRhj787tj	0	0.728	0.563	1	0.179	-8.053	0	0.134	100.017	0.352	0
mastersOfSex/Michael Penn _ Together Is The Key.mp3	spotify:track:5jE48hhRu8E6zBDPRSkEq7	1	0.807	0.887	9	0.124	-3.726	1	0.0503	134.052	0.961	2.87E-06
meganTrainor/Meghan Trainor _ All that Bass.mp3	spotify:track:0wb0X7n3cAKeajIOguyd9t	1	0.626	0.315	0	0.115	-8.246	1	0.0276	88.193	0.526	0
meganTrainor/Meghan Trainor _ Hopeless Romantic.mp3	spotify:track:1w4xmjtrwUh4PS7TEVbvi6	1	0.818	0.828	7	0.425	-4.149	1	0.121	139.088	0.784	0
meganTrainor/Meghan Trainor _ Lips are moving.mp3	spotify:track:0l0CvurVUrr2w3Jj1hOVFc	0	0.557	0.803	1	0.737	-3.599	0	0.213	92.134	0.657	1.61E-06
meganTrainor/Meghan Trainor _ No.mp3	spotify:track:0kOUusNPraZGQfqcnA1zoP	1	0.586	0.542	5	0.131	-6.883	1	0.185	125.078	0.43	2.1E-06
meganTrainor/Meghan Trainor _ Wave.mp3	spotify:track:3fo6DYGktjENCiagUeU9yH	0	0.716	0.73	6	0.151	-4.126	0	0.0364	136.05	0.339	7.32E-06
melanie/Melanie Martinez _ Pity Party.mp3	spotify:track:4DpNNXFMMxQEKl7r0ykkWA	1	0.68	0.729	5	0.224	-5.077	1	0.0475	123.97	0.446	0
melanie/Melanie Martinez _ Play Date.mp3	spotify:track:06KyNuuMOX1ROXRhj787tj	0	0.728	0.563	1	0.179	-8.053	0	0.134	100.017	0.352	0
melodeath/Age of the Sun |Melodeath By Countries: Switzerland| _ What We Are.mp3	spotify:track:06KyNuuMOX1ROXRhj787tj	0	0.728	0.563	1	0.179	-8.053	0	0.134	100.017	0.352	0
melodeath/Vocyferium |Melodeath By Countries: Canada| _ Redemption.mp3	spotify:track:0DcXsffkWw0SVBaXBdSHQu	1	0.439	0.0755	0	0.103	-15.987	1	0.0302	105.01	0.0476	0.822
mentalist/Blake Neely _ Believe (Jane's Theme).mp3	spotify:track:0DcXsffkWw0SVBaXBdSHQu	1	0.439	0.0755	0	0.103	-15.987	1	0.0302	105.01	0.0476	0.822
mentalist/Blake Neely _ Charlotte.mp3	spotify:track:5PHLlsFpKbt0XmG8IeB8TR	1	0.711	0.159	0	0.124	-20.577	1	0.0536	110.002	0.368	0.926
mentalist/Blake Neely _ Graceful.mp3	spotify:track:0DcXsffkWw0SVBaXBdSHQu	1	0.439	0.0755	0	0.103	-15.987	1	0.0302	105.01	0.0476	0.822
mentalist/Blake Neely _ Race To Airport.mp3	spotify:track:2aC6kj25oth5mb4boBGkaz	0	0.184	0.137	2	0.082	-19.405	0	0.041	94.289	0.0352	0.535
mentalist/Blake Neely _ Redemption.mp3	spotify:track:2K9l3xoy7mEpP94dNcZLr6	0	0.603	0.0458	7	0.11	-27.785	0	0.052	160.028	0.0698	0.612
mentalist/Blake Neely _ Scene of a Crime.mp3	spotify:track:5nekfiTN45vlxG0eNJQQye	1	0.256	0.924	7	0.114	-6.685	1	0.113	113.574	0.28	0.234
metallica/Metallica _ Fade To Black.mp3	spotify:track:0nLiqZ6A27jJri2VCalIUs	0	0.553	0.362	4	0.075	-11.218	0	0.0263	142.352	0.158	6.01E-06
metallica/Metallica _ Nothing Else Matters.mp3	spotify:track:4aYLAF6ckQ5ooGGGM7sWAa	1	0.54	0.584	7	0.253	-9.579	1	0.0254	139.261	0.244	0.00296
metallica/Metallica _ The Unforgiven I & II & III.mp3	spotify:track:5AnCLGg35ziFOloEnXK4uu	1	0.583	0.655	0	0.113	-5.407	1	0.0315	119.759	0.201	3.57E-06
miley/Miley Cyrus _ Adore You.mp3	spotify:track:2y2li8wh4OIpzadkmhKwhE	1	0.38	0.801	2	0.549	-4.182	1	0.0388	149.901	0.454	3.11E-06
miley/Miley Cyrus _ Before The Storm – duet (Live).mp3	spotify:track:2qT1uLXPVPzGgFOx4jtEuo	0	0.699	0.713	9	0.294	-5.507	0	0.0594	121.993	0.354	3.11E-06
miley/Miley Cyrus _ No Tears Left To Cry.mp3	spotify:track:27rdGxbavYJeBphck5MZAF	0	0.601	0.794	7	0.388	-5.844	0	0.0671	114.066	0.244	1.36E-06
miley/Miley Cyrus _ Nothing Breaks Like a Heart.mp3	spotify:track:5qXCeLHzZ4AGx6QeRWPhSe	1	0.324	0.56	9	0.133	-5.441	1	0.0291	141.82	0.154	2.65E-06
miley/Miley Cyrus _ Obsessed.mp3	spotify:track:44ADyYoY5liaRa3EOAl4uf	1	0.53	0.538	5	0.248	-6.672	1	0.0335	148.051	0.288	2.83E-06
miley/Miley Cyrus _ Slide Away.mp3	spotify:track:2Em0X9ivzblJGTtrtReEI8	1	0.457	0.884	9	0.184	-3.651	1	0.0353	139.773	0.473	0.107
miley/Miley Cyrus _ Talk Is Cheap.mp3	spotify:track:2vwlzO0Qp8kfEtzTsCXfyE	1	0.53	0.422	5	0.107	-6.262	1	0.0342	119.964	0.349	0
miley/Miley Cyrus _ Wrecking Ball.mp3	spotify:track:2fGxYYMQbVqgIdaqfz2OwA	1	0.548	0.873	4	0.138	-4.881	1	0.0618	121.918	0.328	4.55E-05
miley/Miley Cyrus _ Younger Now.mp3	spotify:track:7uuFYSMbtmPyF2frYsyXzb	0	0.374	0.205	6	0.243	-11.297	0	0.119	173.748	0.165	0
mirzaGhalib/Jagjit Singh, Chitra Singh {Mirza Ghalib} _ Dil-e-Nadaan.mp3	spotify:track:2Z1ipYzepcbBVUhq3DTW5L	1	0.42	0.15	2	0.121	-19.314	1	0.0335	76.706	0.185	0.0445
mirzaGhalib/Jagjit Singh {Mirza Ghalib} _ Har Ek Baat Pe Kehte Ho Tum.mp3	spotify:track:7qlFon3Lc8fzwfUrpTP7se	0	0.507	0.29	4	0.302	-12.22	0	0.0266	89.934	0.199	1.62E-05
mirzaGhalib/Jagjit Singh {Mirza Ghalib} _ Hazaron Khwahishein.mp3	spotify:track:32U1XMh3DKlm45uvpofhvY	0	0.354	0.712	3	0.274	-6.109	0	0.0589	93.345	0.238	4.19E-05
mithoon/Mithoon (Mustafa Zahid) _ Zaroorat.mp3	spotify:track:0cVca7e89pIObZo5FcYyp8	1	0.743	0.381	8	0.248	-14.5	1	0.462	190.045	0.232	5.44E-05
mithoon/Noor Chahal, (Roop Kumar Rathod, Mithoon Sharma, Naresh Shrama) {Sayeed Qadri} _ Woh lamhe - cover.mp3	spotify:track:4CGBTtlrjZj7ydpV52cgB4	1	0.549	0.737	0	0.091	-7.865	1	0.0386	119.963	0.412	0.00844
mithoon/Roop Kumar Rathod (Mithoon) {Sayeed Quadri} _ Maula Mere Maula.mp3	spotify:track:0V5cvmTKsYmF5FmGGEAfmS	1	0.303	0.187	2	0.101	-16.757	1	0.0356	132.731	0.213	0.489
mixtapes/Aesthetics اردو _ Moseeqi 00.mp3	spotify:track:0V5cvmTKsYmF5FmGGEAfmS	1	0.303	0.187	2	0.101	-16.757	1	0.0356	132.731	0.213	0.489
mixtapes/bootleg boy _ Lost In the Rain.mp3	spotify:track:0V5cvmTKsYmF5FmGGEAfmS	1	0.303	0.187	2	0.101	-16.757	1	0.0356	132.731	0.213	0.489
mixtapes/bootleg boy _ ＮＩＧＨＴ ＤＲＩＶＥ.mp3	spotify:track:0V5cvmTKsYmF5FmGGEAfmS	1	0.303	0.187	2	0.101	-16.757	1	0.0356	132.731	0.213	0.489
mixtapes/bootleg boy _ RAINING IN ＪＡＰＡＮ.mp3	spotify:track:0V5cvmTKsYmF5FmGGEAfmS	1	0.303	0.187	2	0.101	-16.757	1	0.0356	132.731	0.213	0.489
mixtapes/bootleg boy _ RAINING IN ＰＡＲＩＳ.mp3	spotify:track:0V5cvmTKsYmF5FmGGEAfmS	1	0.303	0.187	2	0.101	-16.757	1	0.0356	132.731	0.213	0.489
mixtapes/HomeworkRadio _ lo-fi for ghosts only.mp3	spotify:track:0V5cvmTKsYmF5FmGGEAfmS	1	0.303	0.187	2	0.101	-16.757	1	0.0356	132.731	0.213	0.489
mixtapes/Patrick Watson _ je te laisserai des mots.mp3	spotify:track:4CGBTtlrjZj7ydpV52cgB4	1	0.549	0.737	0	0.091	-7.865	1	0.0386	119.963	0.412	0.00844
mixtapes/Various _ The  sufi mashup.mp3	spotify:track:2v1sViJtusnm3xAckPcpnZ	1	0.668	0.562	6	0.0934	-7.059	1	0.0315	103.999	0.618	0
mohanKanan/Mohan Kanan _ Bhaari Bhaari.mp3	spotify:track:6vmcKHKUxpkCg2Uey6R4et	1	0.457	0.201	0	0.0999	-13.995	1	0.0283	159.99	0.132	0.0412
mohanKanan/Mohan Kannan _ Panchi Ud Gaya.mp3	spotify:track:7eQl3Yqv35ioqUfveKHitE	1	0.609	0.538	6	0.125	-7.842	1	0.0273	130.015	0.608	0
mohitChauhan/Mohit Chauhan (Pritam) {Sandeep Shrivastava} _ Tune Jo Na Kaha.mp3	spotify:track:0pw3p4gf5homOkvOGOJulF	1	0.314	0.475	5	0.34	-12.38	1	0.0838	78.992	0.312	0.00539
mohitChauhan/Mohit Chauhan (Pritam) _ Tum Se Hi.mp3	spotify:track:7c4bCDuCMQ8w6Tes7wVxKQ	1	0.492	0.381	4	0.108	-9.734	1	0.0288	130.088	0.0965	0.000332
mom/AR Rahman, Shashaa Tirupati (AR Rahman) {Irshad Kamil} _ O Sona Tere.mp3	spotify:track:57RPIbfSRJL9DFU1lyx5VS	1	0.721	0.537	2	0.071	-11.006	1	0.045	162.059	0.419	0.589
mom/Jonita Gandhi, Rianjali (AR Rahman) {Irshad Kamil,Rianjali} _ Raakh Baakhi.mp3	spotify:track:5cb1aXnCOqoRJi4PBIQDng	1	0.708	0.866	11	0.36	-4.747	1	0.253	89.399	0.699	0.0586
montero/Lil Nas X _ Call Me By Your Name - lofi.mp3	spotify:track:6isTQfKXhNO3EyJd9mSxx8	1	0.629	0.445	3	0.351	-6.999	1	0.0258	94.103	0.209	2.92E-06
montero/Lil Nas X (Lil Nas X) _ Am I Dreaming Now.mp3	spotify:track:67BtfxlNbhBmCDR2L2l8qd	0	0.61	0.508	8	0.384	-6.682	0	0.152	178.818	0.758	0
montero/Lil Nas X (Lil Nas X) _ Call me By Your Name.mp3	spotify:track:3grVoZ10bm2jUGpo7BxpuF	0	0.685	0.717	0	0.266	-6.456	0	0.0411	127.963	0.549	1.87E-05
montero/Lil Nas X (Lil Nas X) _ Dead Right Now.mp3	spotify:track:7zQirOExB0VR8yWUOqYeio	0	0.923	0.533	11	0.102	-6.016	0	0.262	133.991	0.587	0
montero/Lil Nas X (Lil Nas X) _ Dolla Sign SLime.mp3	spotify:track:4vsJWPwWPS27gRM4oLjBNO	0	0.549	0.7	4	0.133	-6.07	0	0.0392	82.604	0.212	0
montero/Lil Nas X (Lil Nas X) _ Don't Want it.mp3	spotify:track:27NovPIUIRrOZoCHxABJwK	0	0.736	0.704	3	0.0501	-7.409	0	0.0615	149.995	0.894	0
montero/Lil Nas X (Lil Nas X) _ Industry Baby.mp3	spotify:track:6D3t4w54PgLNGQ48R7th7R	0	0.392	0.579	0	0.101	-5.284	0	0.0354	143.664	0.253	4.87E-05
montero/Lil Nas X (Lil Nas X) _ Life After Salem.mp3	spotify:track:6th8IdY4lYeM0QlSQJhhkp	1	0.768	0.764	0	0.114	-5.82	1	0.0295	92.965	0.472	1.03E-05
montero/Lil Nas X (Lil Nas X) _ Lost in Citadel.mp3	spotify:track:3JR2RztQcOjUQGQSybxDIO	0	0.708	0.598	3	0.183	-4.969	0	0.0617	144.09	0.561	0
montero/Lil Nas X (Lil Nas X) _ One of Me.mp3	spotify:track:6bpq1jGkVz66Q3LYeoXdjZ	1	0.841	0.527	6	0.12	-8.116	1	0.149	163.975	0.582	1.54E-06
montero/Lil Nas X (Lil Nas X) _ Scoop.mp3	spotify:track:34eF4BoV8FPk0uhAAoqU7h	1	0.551	0.636	2	0.112	-6.798	1	0.054	174.065	0.148	4.28E-06
montero/Lil Nas X (Lil Nas X) _ Sun Goes Down.mp3	spotify:track:5S4PZ7AuYlYiVIVik3wHUf	0	0.742	0.734	8	0.0834	-5.582	0	0.0407	114.952	0.541	0.00314
montero/Lil Nas X (Lil Nas X) _ Tales of Dominica.mp3	spotify:track:0e8nrvls4Qqv5Rfa2UhqmO	0	0.737	0.846	1	0.0486	-4.51	0	0.22	87.981	0.546	0
montero/Lil Nas X (Lil Nas X) _ That's What I Want.mp3	spotify:track:3e6ebtUCZ0tZL1J7wvM8Xi	0	0.609	0.438	6	0.103	-8.486	0	0.0311	139.875	0.176	0.00011
montero/Lil Nas X (Lil Nas X) _ Void.mp3	spotify:track:0zMAvsQmaQ4DGsmXtKixpn	1	0.516	0.755	5	0.107	-3.724	1	0.0383	140.099	0.165	0.00103
mothermother/Mother Mother _ Burning Pile.mp3	spotify:track:3vZUC1m6QVm7urnN6lcF64	1	0.606	0.618	11	0.108	-5.1	1	0.0258	92.061	0.237	0.0019
mothermother/Mother Mother _ Ghosting - reverbed.mp3	spotify:track:2kS6td1yvmpNgZTt1q5pQq	0	0.527	0.922	9	0.422	-2.666	0	0.0728	95.975	0.49	0.000162
mothermother/Mother Mother _ Hayloft.mp3	spotify:track:45i70K1PefHafKui2WxH0M	1	0.512	0.525	5	0.112	-7.152	1	0.0429	128.054	0.337	1.66E-05
mothermother/Mother Mother _ Oh Anna -slowed,reverbed.mp3	spotify:track:266Vb7ItE3o1q8HdJ9QOvn	1	0.827	0.58	7	0.148	-6.809	1	0.327	78.011	0.492	0
mothermother/Mother Mother _ Verbatim.mp3	spotify:track:0jFXtTBmoCjCCQAe74SMzR	1	0.568	0.526	3	0.0867	-10.202	1	0.056	96.034	0.159	1.89E-06
moushumiBhowmik/Moushumi Bhowmik _ Amaar Kichhu Kotha.mp3	spotify:track:0jFXtTBmoCjCCQAe74SMzR	1	0.568	0.526	3	0.0867	-10.202	1	0.056	96.034	0.159	1.89E-06
moushumiBhowmik/Moushumi Bhowmik _ Chithi.mp3	spotify:track:0jFXtTBmoCjCCQAe74SMzR	1	0.568	0.526	3	0.0867	-10.202	1	0.056	96.034	0.159	1.89E-06
moushumiBhowmik/Moushumi Bhowmik _ Jokhoni Ektu Chhuti.mp3	spotify:track:0jFXtTBmoCjCCQAe74SMzR	1	0.568	0.526	3	0.0867	-10.202	1	0.056	96.034	0.159	1.89E-06
moushumiBhowmik/Moushumi Bhowmik _ Pakhi Ure Ure.mp3	spotify:track:0jFXtTBmoCjCCQAe74SMzR	1	0.568	0.526	3	0.0867	-10.202	1	0.056	96.034	0.159	1.89E-06
moushumiBhowmik/Moushumi Bhowmik _ Swapno Dekhbo Bole.mp3	spotify:track:0jFXtTBmoCjCCQAe74SMzR	1	0.568	0.526	3	0.0867	-10.202	1	0.056	96.034	0.159	1.89E-06
moushumiBhowmik/Moushumi Bhowmik _ Tori Jonno.mp3	spotify:track:0V5cvmTKsYmF5FmGGEAfmS	1	0.303	0.187	2	0.101	-16.757	1	0.0356	132.731	0.213	0.489
mouwii/mouwii _ Looks lyk glass.mp3	spotify:track:0V5cvmTKsYmF5FmGGEAfmS	1	0.303	0.187	2	0.101	-16.757	1	0.0356	132.731	0.213	0.489
mouwii/mouwii _ Tired.mp3	spotify:track:0qAPVCkjIMqX195VmxLUOM	0	0.575	0.533	2	0.0879	-8.072	0	0.0401	154.067	0.42	6.38E-05
musicForScientists/Patric Olleson _ All We Have.mp3	spotify:track:76SMyYWhG4Ayd6lt6CACjD	1	0.624	0.724	7	0.422	-6.083	1	0.0349	78.502	0.782	0
musicForScientists/Patric Olleson _ Aristarchus in the Rain.mp3	spotify:track:40Is6IVOEgfPFmjJrS6Nd2	1	0.602	0.617	10	0.127	-6.828	1	0.0273	132.011	0.271	0.00032
musicForScientists/Patric Olleson _ For Your Love.mp3	spotify:track:1TeC9TEpu30jbVVvKYEl5F	1	0.41	0.274	0	0.201	-8.289	1	0.0282	139.957	0.134	8.3E-05
musicForScientists/Patric Olleson _ Moons of Jupiter.mp3	spotify:track:5v29RGcPKWZGt3mrXvEWme	0	0.578	0.594	11	0.0659	-6.264	0	0.0248	159.998	0.435	1.39E-05
musicForScientists/Patric Olleson _ Properties of Light (Hello Love).mp3	spotify:track:714JwhglbWdd31PbeCY31r	1	0.769	0.494	10	0.111	-8.185	1	0.0377	120.015	0.354	7.27E-05
musicForScientists/Patric Olleson _ The Current.mp3	spotify:track:1wQPHwKbfbiSHnZzXZLh6X	1	0.592	0.678	4	0.0735	-5.488	1	0.0398	139.897	0.421	1.32E-05
musicForScientists/Patric Olleson _ The Idea.mp3	spotify:track:5Db2ovkvtNN5f6A2jbUy2W	1	0.642	0.54	5	0.372	-10.34	1	0.0435	140.03	0.223	4.97E-06
mustafa/Mustafa Zahid _ Anjanay Raston Main.mp3	spotify:track:0KSH21KbnIHHb1J4j8QrbY	0	0.575	0.895	4	0.104	-3.417	0	0.0541	102.02	0.648	0.00142
mustafa/Mustafa Zahid _ Tera Mera Rishta.mp3	spotify:track:1gekzL984xr4fbxVgVGQhC	0	0.608	0.55	5	0.0833	-7.86	0	0.031	81.987	0.514	0
mustafa/Roxen, Mustafa Zaahid _ Hum Jee Lenge.mp3	spotify:track:7KJdL5gAxk1ptTx1DSY67O	0	0.468	0.654	7	0.296	-7.798	0	0.0437	82.072	0.236	0.000304
mustafa/Roxen, Mustafa Zaahid _ Toh Phir Aao.mp3	spotify:track:39CFOvYse9fcMhIwyS73Fl	1	0.484	0.0874	0	0.11	-17.796	1	0.0394	94.163	0.219	0.154
nickCave/Nick Cave & The Bad Seeds _ Into My Arms.mp3	spotify:track:4Vz6ZengVOvklfFue9s7Q1	1	0.497	0.235	10	0.0963	-18.288	1	0.0398	119.481	0.206	0.0161
nickCave/Nick Cave & Warren Ellis _ Carnage.mp3	spotify:track:0MKGH8UMfCnq5w7nG06oM5	0	0.5	0.824	4	0.0916	-5.846	0	0.0388	120.125	0.539	0.00161
nirvana/Nirvana _ Come As You Are.mp3	spotify:track:26D1PRJjD9Jj1JGRk88KVc	1	0.678	0.656	7	0.0631	-6.41	1	0.0381	123.207	0.485	0
nirvana/Nirvana _ Lithium.mp3	spotify:track:16LgXyNShQbrqBRF4TT1Sr	1	0.427	0.201	8	0.109	-13.044	1	0.0317	105.218	0.0668	0.263
nirvana/Nirvana _ Something In The Way.mp3	spotify:track:4IryVI254hGj0J8ND5r8gZ	0	0.546	0.901	4	0.133	-11.778	0	0.0599	148.341	0.532	2.2E-05
nirvana/Nirvana _ Stain.mp3	spotify:track:1cUq9SX7nQL1u0kKyhT7lX	1	0.387	0.475	3	0.044	-12.249	1	0.0341	137.129	0.157	0.000527
noble/Noble Man (Fossils) _ Aro Ekbar - cover.mp3	spotify:track:2QWQYEnImuJjfLeuaniNyA	1	0.312	0.638	2	0.119	-5.948	1	0.0419	168.117	0.174	0
noble/Noble Man (James) _ Baba - cover.mp3	spotify:track:6XTrfktfaPH22Cw1SRTKad	1	0.623	0.546	3	0.318	-6.77	1	0.032	142.024	0.284	0
noble/Noble Man (James,Pritam) _ Alvida - cover.mp3	spotify:track:5jmqCYFPqJmhcMxjWh2Yqd	0	0.378	0.445	7	0.111	-7.925	0	0.0306	136.095	0.34	0
noble/Noble Man (Rabindronath Tagore) {Rabindranath Tagore} _ Akash Bhora Shurjo Tara.mp3	spotify:track:0cmCJXoVxi0sUDyzlWMw1m	1	0.568	0.364	2	0.145	-11.099	1	0.0521	114.181	0.511	0.00578
noOneElseCanWearYourCrown/Oh Wonder _ Better Now (Acoustic).mp3	spotify:track:1KcXKTF5TQqMjD7aXWURQY	1	0.288	0.593	8	0.125	-9.136	1	0.0974	182.377	0.382	0.0292
noOneElseCanWearYourCrown/Oh Wonder _ Hallelujah.mp3	spotify:track:1Gl8PKu5MzKuVWEf5xc0lX	1	0.471	0.496	1	0.112	-9.947	1	0.225	93.999	0.602	6.67E-05
